"","code","country","year","gdp","infrate","trade","schooling","invest60","invest70","invest80","industry"
"1",1,"USA",1960,2879,1.075182,9.693181,43.799999,0.23884,0.24568,22.375999,34.508629
"2",1,"USA",1961,2929,1.075182,9.4446545,43.799999,0.23884,0.24568,22.375999,34.508629
"3",1,"USA",1962,3103,1.116071,9.4293242,43.799999,0.23884,0.24568,22.375999,34.508629
"4",1,"USA",1963,3227,1.214128,9.470706,43.799999,0.23884,0.24568,22.375999,34.508629
"5",1,"USA",1964,3420,1.308615,9.7258787,43.799999,0.23884,0.24568,22.375999,34.508629
"6",1,"USA",1965,3667,1.668461,9.7303467,43.799999,0.23884,0.24568,22.375999,34.508629
"7",1,"USA",1966,3974,2.9909999,10.097592,44.400002,0.23884,0.24568,22.375999,34.508629
"8",1,"USA",1967,4154,2.775636,10.208102,44.400002,0.23884,0.24568,22.375999,34.508629
"9",1,"USA",1968,4494,4.217721,10.593937,44.400002,0.23884,0.24568,22.375999,34.508629
"10",1,"USA",1969,4805,5.414701,10.635633,44.400002,0.23884,0.24568,22.375999,34.508629
"11",1,"USA",1970,4999,5.8952961,11.388641,44.400002,0.23884,0.24568,22.375999,34.508629
"12",1,"USA",1971,5362,4.255929,11.367576,42.599998,0.23884,0.24568,22.375999,34.508629
"13",1,"USA",1972,5838,3.3056149,11.967158,42.599998,0.23884,0.24568,22.375999,34.44429
"14",1,"USA",1973,6464,6.2200642,13.713565,42.599998,0.23884,0.24568,22.375999,34.37521
"15",1,"USA",1974,6951,11.03526,17.316135,42.599998,0.23884,0.24568,22.375999,34.03606
"16",1,"USA",1975,7519,9.1319304,16.37969,42.599998,0.23884,0.24568,22.375999,33.22567
"17",1,"USA",1976,8300,5.7370272,16.873659,62.900002,0.23884,0.24568,22.375999,33.760849
"18",1,"USA",1977,9146,6.4864602,17.220591,62.900002,0.23884,0.24568,22.375999,34.264641
"19",1,"USA",1978,10229,7.6474638,17.80619,62.900002,0.23884,0.24568,22.375999,34.037231
"20",1,"USA",1979,11306,11.26604,19.280546,62.900002,0.23884,0.24568,22.375999,33.62648
"21",1,"USA",1980,12186,13.50937,21.081579,62.900002,0.23884,0.24568,22.375999,33.514389
"22",1,"USA",1981,13533,10.31553,20.363241,57.400002,0.23884,0.24568,22.375999,34.08828
"23",1,"USA",1982,13940,6.1606159,18.471621,57.400002,0.23884,0.24568,22.375999,32.909691
"24",1,"USA",1983,15008,3.212435,17.624308,57.400002,0.23884,0.24568,22.375999,31.497219
"25",1,"USA",1984,16549,4.3172688,18.577013,57.400002,0.23884,0.24568,22.375999,31.87278
"26",1,"USA",1985,17600,3.561116,17.642408,57.400002,0.23884,0.24568,22.375999,30.864519
"27",1,"USA",1986,18439,1.858736,17.954124,44.400002,0.23884,0.24568,22.375999,29.44326
"28",1,"USA",1987,19407,3.740876,19.116186,44.400002,0.23884,0.24568,22.375999,29.19973
"29",1,"USA",1988,20711,4.009088,20.330818,44.400002,0.23884,0.24568,22.375999,29.606489
"30",1,"USA",1989,22047,4.827003,20.730293,44.400002,0.23884,0.24568,22.375999,28.61904
"31",1,"USA",1990,23064,5.3979559,21.18795,44.400002,0.23884,0.24568,22.375999,27.850321
"32",1,"USA",1991,23507,4.2349639,21.26635,44.599998,0.23884,0.24568,22.375999,26.62006
"33",1,"USA",1992,24509,3.02882,21.54221,44.599998,0.23884,0.24568,22.375999,25.72843
"34",1,"USA",1993,25409,2.9516571,21.55765,44.599998,0.23884,0.24568,22.375999,25.61001
"35",1,"USA",1994,26670,2.6074419,22.618219,44.599998,0.23884,0.24568,22.375999,26.082951
"36",1,"USA",1995,27574,2.8054199,24.273979,44.599998,0.23884,0.24568,22.375999,26.29285
"37",1,"USA",1996,28814,2.9312041,24.58247,39.599998,0.23884,0.24568,22.375999,25.7854
"38",1,"USA",1997,30262,2.3376901,25.591539,39.599998,0.23884,0.24568,22.375999,25.384291
"39",1,"USA",1998,31519,1.552279,24.690569,39.599998,0.23884,0.24568,22.375999,25.018841
"40",1,"USA",1999,33028,2.1880269,24.690569,39.599998,0.23884,0.24568,22.375999,24.72505
"41",1,"USA",2000,34603,3.376857,24.690569,39.599998,0.23884,0.24568,22.375999,24.443489
"42",1,"USA",2001,35341,2.8261709,24.690569,39.599998,0.23884,0.24568,22.375999,23.04858
"43",1,"USA",2002,36180,1.586032,24.690569,39.599998,0.23884,0.24568,22.375999,23.04858
"44",1,"USA",2003,37548,2.2700951,24.690569,39.599998,0.23884,0.24568,22.375999,23.04858
"45",2,"UK",1960,2158,3.5794179,43.25547,24.5,0.2008,0.22601999,17.587999,43.07859
"46",2,"UK",1961,2216,3.5794179,41.533241,26.5,0.2008,0.22601999,17.587999,43.07859
"47",2,"UK",1962,2276,4.103672,40.404633,26.5,0.2008,0.22601999,17.587999,43.07859
"48",2,"UK",1963,2386,2.0746889,40.406586,26.5,0.2008,0.22601999,17.587999,43.07859
"49",2,"UK",1964,2534,3.2113819,40.518764,26.5,0.2008,0.22601999,17.587999,43.07859
"50",2,"UK",1965,2660,4.8050408,39.225338,26.5,0.2008,0.22601999,17.587999,43.07859
"51",2,"UK",1966,2794,3.9083049,38.964634,28.9,0.2008,0.22601999,17.587999,43.07859
"52",2,"UK",1967,2923,2.423146,39.313187,28.9,0.2008,0.22601999,17.587999,43.07859
"53",2,"UK",1968,3173,4.731638,43.665131,28.9,0.2008,0.22601999,17.587999,43.07859
"54",2,"UK",1969,3391,5.4619021,44.038982,28.9,0.2008,0.22601999,17.587999,43.07859
"55",2,"UK",1970,3615,6.3618932,45.247738,28.9,0.2008,0.22601999,17.587999,43.07859
"56",2,"UK",1971,3854,9.4078751,44.933399,31,0.2008,0.22601999,17.587999,43.07859
"57",2,"UK",1972,4149,7.0879121,43.559044,31,0.2008,0.22601999,17.587999,42.560081
"58",2,"UK",1973,4683,9.2098513,49.803581,31,0.2008,0.22601999,17.587999,42.135399
"59",2,"UK",1974,5036,15.90322,60.96212,31,0.2008,0.22601999,17.587999,41.623749
"60",2,"UK",1975,5481,24.235081,53.562061,31,0.2008,0.22601999,17.587999,40.488178
"61",2,"UK",1976,5953,16.532551,58.169788,32.900002,0.2008,0.22601999,17.587999,41.08992
"62",2,"UK",1977,6489,15.88198,59.420418,32.900002,0.2008,0.22601999,17.587999,41.33041
"63",2,"UK",1978,7176,8.2159624,55.656792,32.900002,0.2008,0.22601999,17.587999,41.465809
"64",2,"UK",1979,7973,13.46571,55.690353,32.900002,0.2008,0.22601999,17.587999,41.823872
"65",2,"UK",1980,8502,17.970591,52.326874,32.900002,0.2008,0.22601999,17.587999,42.346298
"66",2,"UK",1981,9161,11.87983,50.51421,35.700001,0.2008,0.22601999,17.587999,41.894661
"67",2,"UK",1982,9917,8.5905294,50.752407,35.700001,0.2008,0.22601999,17.587999,41.491692
"68",2,"UK",1983,10669,4.607018,52.091301,35.700001,0.2008,0.22601999,17.587999,40.901451
"69",2,"UK",1984,11336,4.9534092,57.00433,35.700001,0.2008,0.22601999,17.587999,40.382359
"70",2,"UK",1985,12068,6.0654211,56.622364,35.700001,0.2008,0.22601999,17.587999,39.762779
"71",2,"UK",1986,12795,3.4276149,52.056396,38.5,0.2008,0.22601999,17.587999,39.134338
"72",2,"UK",1987,13717,4.1489182,51.936165,38.5,0.2008,0.22601999,17.587999,38.030521
"73",2,"UK",1988,14864,4.9079762,49.649181,38.5,0.2008,0.22601999,17.587999,37.21299
"74",2,"UK",1989,15716,7.7972708,51.64563,38.5,0.2008,0.22601999,17.587999,36.629669
"75",2,"UK",1990,16397,9.4755878,51.467461,38.5,0.2008,0.22601999,17.587999,35.17424
"76",2,"UK",1991,16681,5.853981,48.209381,39.900002,0.2008,0.22601999,17.587999,33.12701
"77",2,"UK",1992,17069,3.7326009,49.349758,39.900002,0.2008,0.22601999,17.587999,31.889669
"78",2,"UK",1993,17845,1.564474,52.593632,39.900002,0.2008,0.22601999,17.587999,31.270929
"79",2,"UK",1994,18975,2.47645,54.257759,39.900002,0.2008,0.22601999,17.587999,31.693331
"80",2,"UK",1995,19860,3.410996,57.896839,39.900002,0.2008,0.22601999,17.587999,31.996481
"81",2,"UK",1996,20923,2.4487059,59.849579,39.099998,0.2008,0.22601999,17.587999,31.86726
"82",2,"UK",1997,22280,3.132333,57.84053,39.099998,0.2008,0.22601999,17.587999,31.074129
"83",2,"UK",1998,23206,3.41817,55.989063,39.099998,0.2008,0.22601999,17.587999,29.46092
"84",2,"UK",1999,23959,1.555385,55.989063,39.099998,0.2008,0.22601999,17.587999,28.59877
"85",2,"UK",2000,25583,2.9270999,55.989063,39.099998,0.2008,0.22601999,17.587999,28.47661
"86",2,"UK",2001,27026,1.820852,55.989063,39.099998,0.2008,0.22601999,17.587999,27.475519
"87",2,"UK",2002,28969,1.6344579,55.989063,39.099998,0.2008,0.22601999,17.587999,26.990379
"88",2,"UK",2003,29609,2.9136319,55.989063,39.099998,0.2008,0.22601999,17.587999,26.59016
"89",3,"Austria",1960,1796,3.5422561,48.126095,48.700001,0.26337999,0.31104001,26.642,41.21851
"90",3,"Austria",1961,1899,3.5422561,46.525959,47.599998,0.26337999,0.31104001,26.642,41.21851
"91",3,"Austria",1962,1977,4.3817849,47.171013,47.599998,0.26337999,0.31104001,26.642,41.21851
"92",3,"Austria",1963,2074,2.70877,47.977253,47.599998,0.26337999,0.31104001,26.642,41.21851
"93",3,"Austria",1964,2224,3.868571,48.415096,47.599998,0.26337999,0.31104001,26.642,41.21851
"94",3,"Austria",1965,2336,4.9309111,49.6133,47.599998,0.26337999,0.31104001,26.642,41.21851
"95",3,"Austria",1966,2537,2.2058821,50.31641,46.5,0.26337999,0.31104001,26.642,41.21851
"96",3,"Austria",1967,2668,3.9749999,49.683853,46.5,0.26337999,0.31104001,26.642,41.21851
"97",3,"Austria",1968,2908,2.773103,50.410915,46.5,0.26337999,0.31104001,26.642,41.21851
"98",3,"Austria",1969,3239,3.0804019,54.232513,46.5,0.26337999,0.31104001,26.642,41.21851
"99",3,"Austria",1970,3732,4.3728251,59.711964,46.5,0.26337999,0.31104001,26.642,41.21851
"100",3,"Austria",1971,4100,4.7042618,59.185368,45.599998,0.26337999,0.31104001,26.642,41.21851
"101",3,"Austria",1972,4513,6.3620629,59.090919,45.599998,0.26337999,0.31104001,26.642,41.525631
"102",3,"Austria",1973,4969,7.5240822,59.262428,45.599998,0.26337999,0.31104001,26.642,42.23682
"103",3,"Austria",1974,5622,9.5217915,64.811729,45.599998,0.26337999,0.31104001,26.642,42.260269
"104",3,"Austria",1975,6147,8.4452553,61.598152,45.599998,0.26337999,0.31104001,26.642,40.128139
"105",3,"Austria",1976,6810,7.3186889,65.170868,61.799999,0.26337999,0.31104001,26.642,39.3979
"106",3,"Austria",1977,7588,5.4749999,65.209686,61.799999,0.26337999,0.31104001,26.642,39.05883
"107",3,"Austria",1978,8117,3.579047,64.740669,61.799999,0.26337999,0.31104001,26.642,39.235649
"108",3,"Austria",1979,9288,3.707094,69.698715,61.799999,0.26337999,0.31104001,26.642,38.1772
"109",3,"Austria",1980,10312,6.3253899,73.995857,61.799999,0.26337999,0.31104001,26.642,38.09647
"110",3,"Austria",1981,11242,6.8068619,76.079674,60,0.26337999,0.31104001,26.642,37.830849
"111",3,"Austria",1982,12148,5.440414,71.684555,60,0.26337999,0.31104001,26.642,36.904591
"112",3,"Austria",1983,13048,3.335381,70.534111,60,0.26337999,0.31104001,26.642,36.410431
"113",3,"Austria",1984,13533,5.6648641,75.512695,60,0.26337999,0.31104001,26.642,35.23595
"114",3,"Austria",1985,14296,3.1896939,79.065735,60,0.26337999,0.31104001,26.642,35.582439
"115",3,"Austria",1986,14921,1.7009211,70.925285,57.900002,0.26337999,0.31104001,26.642,35.291531
"116",3,"Austria",1987,15549,1.4,69.633995,57.900002,0.26337999,0.31104001,26.642,34.791962
"117",3,"Austria",1988,16595,1.931295,74.935471,57.900002,0.26337999,0.31104001,26.642,34.583389
"118",3,"Austria",1989,17768,2.5638959,78.906845,57.900002,0.26337999,0.31104001,26.642,34.11145
"119",3,"Austria",1990,19070,3.2623219,79.029663,57.900002,0.26337999,0.31104001,26.642,34.110531
"120",3,"Austria",1991,20172,3.334348,78.769096,55.700001,0.26337999,0.31104001,26.642,33.98061
"121",3,"Austria",1992,20960,4.0297632,76.002907,55.700001,0.26337999,0.31104001,26.642,33.033249
"122",3,"Austria",1993,21220,3.6258061,73.35833,55.700001,0.26337999,0.31104001,26.642,32.18623
"123",3,"Austria",1994,22139,2.959065,75.149643,55.700001,0.26337999,0.31104001,26.642,32.138279
"124",3,"Austria",1995,22976,2.2500999,77.784943,55.700001,0.26337999,0.31104001,26.642,32.44965
"125",3,"Austria",1996,24008,1.843557,80.743919,55,0.26337999,0.31104001,26.642,32.29562
"126",3,"Austria",1997,24472,1.325,85.257927,55,0.26337999,0.31104001,26.642,32.726978
"127",3,"Austria",1998,25314,0.90467972,85.257927,55,0.26337999,0.31104001,26.642,32.84259
"128",3,"Austria",1999,26558,0.56239301,85.257927,55,0.26337999,0.31104001,26.642,32.900028
"129",3,"Austria",2000,28359,2.350462,85.257927,55,0.26337999,0.31104001,26.642,32.774849
"130",3,"Austria",2001,28855,2.6599619,85.257927,55,0.26337999,0.31104001,26.642,32.168598
"131",3,"Austria",2002,29942,1.810212,85.257927,55,0.26337999,0.31104001,26.642,31.984779
"132",3,"Austria",2003,30796,1.3634191,85.257927,55,0.26337999,0.31104001,26.642,31.737129
"133",4,"Belgium",1960,1782,0.98314607,77.341782,27.1,0.26864001,0.28246,21.875999,42.50227
"134",4,"Belgium",1961,1883,0.98314607,80.016273,28.5,0.26864001,0.28246,21.875999,42.50227
"135",4,"Belgium",1962,2018,1.404729,82.437759,28.5,0.26864001,0.28246,21.875999,42.50227
"136",4,"Belgium",1963,2122,2.1533401,85.66539,28.5,0.26864001,0.28246,21.875999,42.50227
"137",4,"Belgium",1964,2288,4.1756182,86.620453,28.5,0.26864001,0.28246,21.875999,42.50227
"138",4,"Belgium",1965,2414,4.0598021,85.261909,28.5,0.26864001,0.28246,21.875999,42.50227
"139",4,"Belgium",1966,2559,4.173892,89.370125,28.700001,0.26864001,0.28246,21.875999,42.50227
"140",4,"Belgium",1967,2719,2.912852,86.239647,28.700001,0.26864001,0.28246,21.875999,42.50227
"141",4,"Belgium",1968,2958,2.7033269,90.623016,28.700001,0.26864001,0.28246,21.875999,42.50227
"142",4,"Belgium",1969,3308,3.7457819,97.949638,28.700001,0.26864001,0.28246,21.875999,42.50227
"143",4,"Belgium",1970,3797,3.9141281,100.42813,28.700001,0.26864001,0.28246,21.875999,42.50227
"144",4,"Belgium",1971,4129,4.3405681,97.975098,30.299999,0.26864001,0.28246,21.875999,42.50227
"145",4,"Belgium",1972,4512,5.4475002,97.54892,30.299999,0.26864001,0.28246,21.875999,41.944149
"146",4,"Belgium",1973,5039,6.9552779,107.77507,30.299999,0.26864001,0.28246,21.875999,42.515091
"147",4,"Belgium",1974,5707,12.67789,120.51753,30.299999,0.26864001,0.28246,21.875999,43.293011
"148",4,"Belgium",1975,6146,12.7682,104.77955,30.299999,0.26864001,0.28246,21.875999,40.01701
"149",4,"Belgium",1976,6854,9.1587,110.8381,31.6,0.26864001,0.28246,21.875999,40.133949
"150",4,"Belgium",1977,7326,7.1108479,109.5376,31.6,0.26864001,0.28246,21.875999,39.495281
"151",4,"Belgium",1978,8056,4.4705949,105.68562,31.6,0.26864001,0.28246,21.875999,38.45702
"152",4,"Belgium",1979,8921,4.4690838,116.28985,31.6,0.26864001,0.28246,21.875999,38.20924
"153",4,"Belgium",1980,10156,6.6509752,117.16876,31.6,0.26864001,0.28246,21.875999,36.84375
"154",4,"Belgium",1981,11079,7.628274,126.35263,32.599998,0.26864001,0.28246,21.875999,34.465172
"155",4,"Belgium",1982,11827,8.7258511,134.42366,32.599998,0.26864001,0.28246,21.875999,34.4062
"156",4,"Belgium",1983,12334,7.6633701,137.18913,32.599998,0.26864001,0.28246,21.875999,34.140591
"157",4,"Belgium",1984,13113,6.347517,146.64285,32.599998,0.26864001,0.28246,21.875999,33.48085
"158",4,"Belgium",1985,13735,4.8676758,140.55513,32.599998,0.26864001,0.28246,21.875999,34.213501
"159",4,"Belgium",1986,14292,1.295501,126.71104,32.599998,0.26864001,0.28246,21.875999,33.229149
"160",4,"Belgium",1987,15013,1.5544831,122.64662,32.599998,0.26864001,0.28246,21.875999,32.101799
"161",4,"Belgium",1988,16209,1.162051,129.20561,32.599998,0.26864001,0.28246,21.875999,32.88089
"162",4,"Belgium",1989,17345,3.1054499,138.38467,32.599998,0.26864001,0.28246,21.875999,33.229431
"163",4,"Belgium",1990,18526,3.4528229,134.00658,32.599998,0.26864001,0.28246,21.875999,32.664299
"164",4,"Belgium",1991,19453,3.2085519,130.8264,30.5,0.26864001,0.28246,21.875999,30.661619
"165",4,"Belgium",1992,20123,2.429914,126.43597,30.5,0.26864001,0.28246,21.875999,30.110929
"166",4,"Belgium",1993,20308,2.753963,120.23799,30.5,0.26864001,0.28246,21.875999,28.998671
"167",4,"Belgium",1994,21340,2.377799,125.53788,30.5,0.26864001,0.28246,21.875999,28.923639
"168",4,"Belgium",1995,22248,1.466814,129.36067,30.5,0.26864001,0.28246,21.875999,29.53443
"169",4,"Belgium",1996,22687,2.058919,131.87495,28,0.26864001,0.28246,21.875999,29.14131
"170",4,"Belgium",1997,23416,1.627459,141.31438,28,0.26864001,0.28246,21.875999,29.257811
"171",4,"Belgium",1998,24164,0.95362258,149.6824,28,0.26864001,0.28246,21.875999,28.63953
"172",4,"Belgium",1999,24792,1.119242,149.6824,28,0.26864001,0.28246,21.875999,27.95392
"173",4,"Belgium",2000,26631,2.5462461,149.6824,28,0.26864001,0.28246,21.875999,28.08952
"174",4,"Belgium",2001,28001,2.4712729,149.6824,28,0.26864001,0.28246,21.875999,27.25738
"175",4,"Belgium",2002,29330,1.643454,149.6824,28,0.26864001,0.28246,21.875999,27.01092
"176",4,"Belgium",2003,30082,1.5913121,149.6824,28,0.26864001,0.28246,21.875999,26.484779
"177",5,"Denmark",1960,2329,3.4516289,65.782196,46.099998,0.29344001,0.33284,22.217999,31.78034
"178",5,"Denmark",1961,2485,3.4516289,61.540672,45.5,0.29344001,0.33284,22.217999,31.78034
"179",5,"Denmark",1962,2665,7.37782,60.337379,45.5,0.29344001,0.33284,22.217999,31.78034
"180",5,"Denmark",1963,2700,6.1050329,60.416042,45.5,0.29344001,0.33284,22.217999,31.78034
"181",5,"Denmark",1964,2980,3.092783,61.678101,45.5,0.29344001,0.33284,22.217999,31.78034
"182",5,"Denmark",1965,3177,5.4499998,61.388741,45.5,0.29344001,0.33284,22.217999,31.78034
"183",5,"Denmark",1966,3377,7.06496,59.872742,44.5,0.29344001,0.33284,22.217999,31.78034
"184",5,"Denmark",1967,3580,8.2078533,57.854729,44.5,0.29344001,0.33284,22.217999,31.78034
"185",5,"Denmark",1968,3892,7.9536152,57.879894,44.5,0.29344001,0.33284,22.217999,31.78034
"186",5,"Denmark",1969,4352,3.487931,58.468327,44.5,0.29344001,0.33284,22.217999,31.78034
"187",5,"Denmark",1970,4541,6.5148368,60.321808,44.5,0.29344001,0.33284,22.217999,31.78034
"188",5,"Denmark",1971,4858,5.8698769,58.494747,44.900002,0.29344001,0.33284,22.217999,31.78034
"189",5,"Denmark",1972,5262,6.5623479,54.942623,44.900002,0.29344001,0.33284,22.217999,31.531469
"190",5,"Denmark",1973,5719,9.3033886,60.465103,44.900002,0.29344001,0.33284,22.217999,30.284731
"191",5,"Denmark",1974,6121,15.2752,68.138985,44.900002,0.29344001,0.33284,22.217999,29.58704
"192",5,"Denmark",1975,6565,9.6056137,62.650646,44.900002,0.29344001,0.33284,22.217999,29.250561
"193",5,"Denmark",1976,7371,9,63.949295,43.400002,0.29344001,0.33284,22.217999,28.24987
"194",5,"Denmark",1977,7901,11.13914,62.842953,43.400002,0.29344001,0.33284,22.217999,28.02203
"195",5,"Denmark",1978,8585,10.00894,59.208858,43.400002,0.29344001,0.33284,22.217999,27.56307
"196",5,"Denmark",1979,9566,9.6110554,62.885948,43.400002,0.29344001,0.33284,22.217999,26.88064
"197",5,"Denmark",1980,10362,12.30532,68.160645,43.400002,0.29344001,0.33284,22.217999,28.233141
"198",5,"Denmark",1981,11106,11.79159,74.18737,42.5,0.29344001,0.33284,22.217999,26.577101
"199",5,"Denmark",1982,12115,10.08994,74.134293,42.5,0.29344001,0.33284,22.217999,26.75725
"200",5,"Denmark",1983,12822,6.9073091,72.488731,42.5,0.29344001,0.33284,22.217999,26.989759
"201",5,"Denmark",1984,13777,6.3220792,73.978584,42.5,0.29344001,0.33284,22.217999,27.290581
"202",5,"Denmark",1985,14698,4.652379,74.850471,42.5,0.29344001,0.33284,22.217999,27.62063
"203",5,"Denmark",1986,15608,3.7212789,66.168907,49.900002,0.29344001,0.33284,22.217999,28.24608
"204",5,"Denmark",1987,16024,3.9850709,62.581482,49.900002,0.29344001,0.33284,22.217999,27.91802
"205",5,"Denmark",1988,16766,4.5501909,63.532341,49.900002,0.29344001,0.33284,22.217999,27.08609
"206",5,"Denmark",1989,17418,4.7840528,67.066689,49.900002,0.29344001,0.33284,22.217999,27.020679
"207",5,"Denmark",1990,18237,2.6527159,66.584679,49.900002,0.29344001,0.33284,22.217999,26.544291
"208",5,"Denmark",1991,19070,2.36796,68.532112,47,0.29344001,0.33284,22.217999,26.169559
"209",5,"Denmark",1992,19829,2.1019809,66.430893,47,0.29344001,0.33284,22.217999,26.345341
"210",5,"Denmark",1993,20199,1.250985,63.976089,47,0.29344001,0.33284,22.217999,25.190121
"211",5,"Denmark",1994,21691,1.994357,65.612671,47,0.29344001,0.33284,22.217999,25.311541
"212",5,"Denmark",1995,22693,2.0984361,66.717857,47,0.29344001,0.33284,22.217999,25.757509
"213",5,"Denmark",1996,23781,2.1113601,66.073807,46.5,0.29344001,0.33284,22.217999,25.95113
"214",5,"Denmark",1997,24878,2.195791,68.587067,46.5,0.29344001,0.33284,22.217999,26.045151
"215",5,"Denmark",1998,25669,1.853178,68.587067,46.5,0.29344001,0.33284,22.217999,26.000641
"216",5,"Denmark",1999,27113,2.4786849,68.587067,46.5,0.29344001,0.33284,22.217999,26.2223
"217",5,"Denmark",2000,28798,2.9247789,68.587067,46.5,0.29344001,0.33284,22.217999,27.18491
"218",5,"Denmark",2001,29837,2.3499999,68.587067,46.5,0.29344001,0.33284,22.217999,26.28203
"219",5,"Denmark",2002,30318,2.4263151,68.587067,46.5,0.29344001,0.33284,22.217999,26.400669
"220",5,"Denmark",2003,30853,2.09062,68.587067,46.5,0.29344001,0.33284,22.217999,26.40539
"221",6,"France",1960,1858,2.414562,26.919622,25.700001,0.27805999,0.32870001,27.236,38.649269
"222",6,"France",1961,1959,2.414562,26.21155,25.799999,0.27805999,0.32870001,27.236,38.649269
"223",6,"France",1962,2099,5.2472501,24.89856,25.799999,0.27805999,0.32870001,27.236,38.649269
"224",6,"France",1963,2205,4.9396901,25.005909,25.799999,0.27805999,0.32870001,27.236,38.649269
"225",6,"France",1964,2367,3.2293379,25.622961,25.799999,0.27805999,0.32870001,27.236,38.649269
"226",6,"France",1965,2526,2.71474,25.749504,25.799999,0.27805999,0.32870001,27.236,38.649269
"227",6,"France",1966,2728,2.5707209,26.475941,26,0.27805999,0.32870001,27.236,38.649269
"228",6,"France",1967,2915,2.8183191,26.188457,26,0.27805999,0.32870001,27.236,38.649269
"229",6,"France",1968,3163,4.5521288,26.57132,26,0.27805999,0.32870001,27.236,38.649269
"230",6,"France",1969,3531,6.0393262,28.73958,26,0.27805999,0.32870001,27.236,38.649269
"231",6,"France",1970,3857,5.8454752,31.085831,26,0.27805999,0.32870001,27.236,38.649269
"232",6,"France",1971,4203,5.3975139,31.760962,26.799999,0.27805999,0.32870001,27.236,38.649269
"233",6,"France",1972,4535,6.063004,32.391918,26.799999,0.27805999,0.32870001,27.236,38.697899
"234",6,"France",1973,5008,7.3805971,34.279339,26.799999,0.27805999,0.32870001,27.236,37.94067
"235",6,"France",1974,5594,13.64932,42.390965,26.799999,0.27805999,0.32870001,27.236,37.567768
"236",6,"France",1975,6077,11.68593,36.927505,26.799999,0.27805999,0.32870001,27.236,37.66209
"237",6,"France",1976,6673,9.625493,39.892372,34.5,0.27805999,0.32870001,27.236,37.490768
"238",6,"France",1977,7292,9.4945564,40.849865,34.5,0.27805999,0.32870001,27.236,36.88102
"239",6,"France",1978,8031,9.2505589,39.488529,34.5,0.27805999,0.32870001,27.236,36.230061
"240",6,"France",1979,8948,10.64674,41.879051,34.5,0.27805999,0.32870001,27.236,35.840729
"241",6,"France",1980,9891,13.53911,44.269318,34.5,0.27805999,0.32870001,27.236,36.0303
"242",6,"France",1981,10929,13.33333,46.10194,36.299999,0.27805999,0.32870001,27.236,35.172989
"243",6,"France",1982,11869,11.97848,45.501305,36.299999,0.27805999,0.32870001,27.236,34.09864
"244",6,"France",1983,12518,9.459548,45.127838,36.299999,0.27805999,0.32870001,27.236,33.51458
"245",6,"France",1984,13145,7.6738029,47.646427,36.299999,0.27805999,0.32870001,27.236,33.121159
"246",6,"France",1985,13746,5.831099,47.159176,36.299999,0.27805999,0.32870001,27.236,32.787128
"247",6,"France",1986,14308,2.538527,41.344673,36.900002,0.27805999,0.32870001,27.236,31.803949
"248",6,"France",1987,14940,3.288898,41.144371,36.900002,0.27805999,0.32870001,27.236,30.94018
"249",6,"France",1988,16040,2.7008171,42.526455,36.900002,0.27805999,0.32870001,27.236,30.74395
"250",6,"France",1989,17193,3.498302,45.686443,36.900002,0.27805999,0.32870001,27.236,30.22196
"251",6,"France",1990,18244,3.3800571,45.130569,36.900002,0.27805999,0.32870001,27.236,29.69998
"252",6,"France",1991,19021,3.2169349,45.04747,37.299999,0.27805999,0.32870001,27.236,29.520161
"253",6,"France",1992,19746,2.3657651,44.026119,37.299999,0.27805999,0.32870001,27.236,29.157129
"254",6,"France",1993,19920,2.10601,41.841209,37.299999,0.27805999,0.32870001,27.236,27.45125
"255",6,"France",1994,20695,1.6608731,43.401379,37.299999,0.27805999,0.32870001,27.236,27.18095
"256",6,"France",1995,21545,1.778116,44.69141,37.299999,0.27805999,0.32870001,27.236,27.2759
"257",6,"France",1996,22288,2.0083621,45.604462,37.299999,0.27805999,0.32870001,27.236,26.606609
"258",6,"France",1997,23370,1.200322,49.360401,37.299999,0.27805999,0.32870001,27.236,26.041229
"259",6,"France",1998,24412,0.67259711,49.360401,37.299999,0.27805999,0.32870001,27.236,25.945641
